_id,title,text,query
<dbpedia:238>,238,"Year 238 (CCXXXVIII) was a common year starting on Monday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Pius and Pontianus (or, less frequently, year 991 Ab urbe condita). The denomination 238 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",what is year 238
<dbpedia:Instructive_case>,Instructive case,"In the Finnish language, the instructive case has the basic meaning of ""by means of"". It is a comparatively rarely used case, though it is found in some commonly used expressions, such as omin silmin → ""with one's own eyes"".In modern Finnish, many of its instrumental uses are being superseded by the adessive case, as in ""minä matkustin junalla"" → ""I travelled by train.""It is also used with Finnish verbal second infinitives to mean ""by ...ing"", e.g.",what is the intent of the instructive case in finnish
<dbpedia:237>,237,"Year 237 (CCXXXVII) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Perpetuus and Felix (or, less frequently, year 990 Ab urbe condita). The denomination 237 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",what year is 237
<dbpedia:232>,232,"Year 232 (CCXXXII) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Lupus and Maximus (or, less frequently, year 985 Ab urbe condita). The denomination 232 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",what year is 232 year
<dbpedia:A_Streetcar_Named_Desire_(play)>,A Streetcar Named Desire (play),"A Streetcar Named Desire is a 1947 play written by American playwright Tennessee Williams which received the Pulitzer Prize for Drama in 1948. The play opened on Broadway on December 3, 1947, and closed on December 17, 1949, in the Ethel Barrymore Theatre. The Broadway production was directed by Elia Kazan and starred Marlon Brando, Jessica Tandy, Kim Hunter, and Karl Malden.",when did the musical a streetcar named desire come out?
<dbpedia:Biostasis>,Biostasis,"Biostasis is the ability of an organism to tolerate environmental changes without having to actively adapt to them. The word is also used as a synonym for cryostasis or cryonics. It is found in organisms that live in habitats that may encounter unfavourable living conditions (i.e. drought, freezing, a change in pH, pressure, or temperature). Insects undergo diapause, which allows them to survive winter and other events.",what is biostasis
<dbpedia:233>,233,"Year 233 (CCXXXIII) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Claudius and Paternus (or, less frequently, year 986 Ab urbe condita). The denomination 233 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",when is the year 233
"<dbpedia:Java_Platform,_Standard_Edition>","Java Platform, Standard Edition","Java Platform, Standard Edition or Java SE is a widely used platform for development and deployment of portable applications for desktop and server environments. Java SE uses the object-oriented Java programming language. It is part of the Java software platform family. Java SE defines a wide range of general purpose APIs – such as Java APIs for the Java Class Library – and also includes the Java Language Specification and the Java Virtual Machine Specification.",what is java se
<dbpedia:Chang_(film)>,Chang (film),"Chang: A Drama of the Wilderness (1927) is a silent film about a poor farmer in Issan (Northeastern Thailand) and his daily struggle for survival in the jungle, the film was directed by Merian C. Cooper and Ernest B. Schoedsack. It was released by Famous Players-Lasky, a division of Paramount Pictures.",what was the chang movie about
<dbpedia:234>,234,"Year 234 (CCXXXIV) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Pupienus and Sulla (or, less frequently, year 987 Ab urbe condita). The denomination 234 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",what year is 234
<dbpedia:Fractal_transform>,Fractal transform,The fractal transform is a technique invented by Michael Barnsley et al. to perform lossy image compression.This first practical fractal compression system for digital images resembles a vector quantization system using the image itself as the codebook.,what is fractal transform technique
<dbpedia:Future_history>,Future history,"A future history is a postulated history of the future and is used by authors in the subgenre of speculative fiction (or science fiction) to construct a common background for fiction. Sometimes the author publishes a timeline of events in the history, while other times the reader can reconstruct the order of the stories from information provided therein.",what is future history
<dbpedia:Wiesbaden>,Wiesbaden,Wiesbaden (German pronunciation: [ˈviːsˌbaːdn̩]) is a city in central western Germany and the capital of the federal state of Hesse.,where is wiesbaden
<dbpedia:Éire>,Éire,"Éire (/e:rə/; Irish: [ˈeːɾʲə]) is Irish for ""Ireland"", the name of an island and a sovereign state.",what is ire
<dbpedia:Cryostasis_(clathrate_hydrates)>,Cryostasis (clathrate hydrates),The term cryostasis was introduced to name the reversible preservation technology for live biological objects which is based on using clathrate-forming gaseous substances under increased hydrostatic pressure and hypothermic temperatures.Living tissues cooled below the freezing point of water are damaged by the dehydration of the cells as ice is formed between the cells. The mechanism of freezing damage in living biological tissues has been elucidated by Renfret (1968) (Renfret A.P.,what is cryostasis based on
<dbpedia:The_Bridge_on_the_River_Kwai>,The Bridge on the River Kwai,"The Bridge on the River Kwai is a British-American 1957 World War II epic film directed by David Lean and starring William Holden, Jack Hawkins, Alec Guinness and Sessue Hayakawa.  Based on the novel Le Pont de la Rivière Kwai (1952) by Pierre Boulle, the film is a work of fiction but borrows the construction of the Burma Railway in 1942–43 for its historical setting. The movie was filmed in Ceylon (now known as Sri Lanka).",where was the movie the bridge on the river kwai filmed
